num_cands,num_voters,num_profiles,pm,vm,avg_cw_rank,avg_perc_cw_rank,perc_cw_rank_first,avg_cl_rank,avg_perc_cl_rank,perc_cl_rank_last,avg_num_ranks,perc_linear_rank
7,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,6.129526864474739,87.56466949249628,0.5635926222935044,6.79332,0.80716
8,"(4, 5)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.50363196125908,93.7953995157385,1.0,6.8627,0.35066
8,"(4, 5)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.346009590276789,79.32511987845986,1.0,6.16134,0.12722
8,"(4, 5)",50000,IC,Plurality Ranking,1.2148400530001893,15.185500662502367,0.5440090857467348,2.6211840668470776,32.764800835588474,0.0,2.669,0.0
8,"(4, 5)",50000,IC,Borda Ranking,1.1034923339011926,13.793654173764907,0.8338538709066818,6.722499169159189,84.03123961448986,0.8372501542990077,6.6792,0.18692
8,"(4, 5)",50000,IC,Minimax Ranking,1.0,12.5,1.0,3.090965199639178,38.63706499548972,0.2132174903859849,3.10052,0.0
8,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.801383488561353,97.51729360701691,1.0,7.49508,0.60128
8,"(10, 11)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.30549778460982,78.81872230762275,1.0,6.16954,0.12226
8,"(10, 11)",50000,IC,Plurality Ranking,1.4082999865113979,17.603749831392474,0.4510588552672991,3.3031919703408987,41.289899629261235,0.08933899990957592,3.7338,0.0
8,"(10, 11)",50000,IC,Borda Ranking,1.108358437120633,13.854480464007914,0.8544130209972574,7.076815263586219,88.46019079482774,0.8537390360792115,7.08862,0.34712
8,"(10, 11)",50000,IC,Minimax Ranking,1.0,12.5,1.0,3.9620218826295326,49.52527353286916,0.3726828827199566,4.09348,0.0
8,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.909571269009365,98.86964086261706,1.0,7.73254,0.76366
8,"(20, 21)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.326703325027923,79.08379156284904,1.0,6.17578,0.1244
8,"(20, 21)",50000,IC,Plurality Ranking,1.5654782458563536,19.56847807320442,0.42105490331491713,3.9202680642666894,49.00335080333362,0.20590256894922243,4.57432,0.0
8,"(20, 21)",50000,IC,Borda Ranking,1.1150725138121547,13.938406422651934,0.8617058011049724,7.277558209468167,90.96947761835209,0.8621874731506143,7.32688,0.47404
8,"(20, 21)",50000,IC,Minimax Ranking,1.0,12.5,1.0,4.599707878683736,57.4963484835467,0.4451842941833491,4.82906,0.00114
8,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.969079636041549,99.61349545051937,1.0,7.88112,0.88876
8,"(50, 51)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.360173927047266,79.50217408809083,1.0,6.17018,0.1274
8,"(50, 51)",50000,IC,Plurality Ranking,1.7916237827567096,22.39529728445887,0.4152086137281292,4.664626781544408,58.307834769305096,0.295837023914969,5.53834,0.01568
8,"(50, 51)",50000,IC,Borda Ranking,1.1305914021059298,14.132392526324123,0.8580476605177737,7.481439729446816,93.51799661808519,0.8607778404058298,7.5652,0.62964
8,"(50, 51)",50000,IC,Minimax Ranking,1.0,12.5,1.0,5.366333843304614,67.07917304130767,0.48462033980191643,5.71902,0.02586
8,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.997824381196947,99.97280476496184,1.0,7.97652,0.97678
8,"(500, 501)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.25832798345103,78.22909979313789,1.0,6.00634,0.1094
8,"(500, 501)",50000,IC,Plurality Ranking,2.1631931659179617,27.03991457397452,0.42179100081007437,5.821135601683429,72.76419502104287,0.36493330480062774,7.07068,0.33876
8,"(500, 501)",50000,IC,Borda Ranking,1.1595846527726636,14.494808159658296,0.8473746225789822,7.720379484984663,96.50474356230829,0.856409158998502,7.85822,0.86468
8,"(500, 501)",50000,IC,Minimax Ranking,1.0,12.5,1.0,6.573222055781439,82.16527569726799,0.5503602254083744,7.15446,0.38098
8,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.998903237219175,99.98629046523969,1.0,7.9844,0.98456
8,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.186237396072881,77.32796745091102,1.0,5.93338,0.09836
8,"(1000, 1001)",50000,IC,Plurality Ranking,2.2074832333215673,27.59354041651959,0.4217437345570067,5.982274898284097,74.77843622855121,0.372262515478507,7.32102,0.46866
8,"(1000, 1001)",50000,IC,Borda Ranking,1.16456053653371,14.557006706671373,0.8450052947405577,7.741057845391827,96.76322306739785,0.8478683884663011,7.89476,0.8985
8,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,12.5,1.0,6.71664602865735,83.95807535821687,0.5326375375906598,7.38744,0.50694
8,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,12.5,1.0,7.9995521719659655,99.99440214957457,1.0,7.99412,0.99414
8,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,12.5,1.0,6.136070825725998,76.70088532157497,1.0,5.83918,0.0949
8,"(5000, 5001)",50000,IC,Plurality Ranking,2.438089742719435,30.47612178399294,0.3918267598941009,6.285783182334907,78.57228977918633,0.39939370973853733,7.69036,0.72318
8,"(5000, 5001)",50000,IC,Borda Ranking,1.1759894100875705,14.69986762609463,0.8377910528816781,7.774019084363912,97.1752385545489,0.8347514554411106,7.95472,0.9555
8,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,12.5,1.0,6.956698473939853,86.95873092424817,0.5319508078128767,7.72,0.74626
9,"(4, 5)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.44355735219808,93.817303913312,1.0,7.74816,0.32088
9,"(4, 5)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.933855482566953,77.04283869518838,1.0,6.82374,0.07306
9,"(4, 5)",50000,IC,Plurality Ranking,1.2416758877376521,13.79639875264058,0.5229856151292627,2.6,28.888888888888882,0.0,2.62576,0.0
9,"(4, 5)",50000,IC,Borda Ranking,1.1120108640981792,12.35567626775755,0.8323609294839553,7.52966144517433,83.66290494638146,0.8326932794340576,7.48534,0.1464
9,"(4, 5)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,3.132592218292067,34.80658020324518,0.18448711470439616,3.14292,0.0
9,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.787898089171975,97.64331210191084,1.0,8.47676,0.59024
9,"(10, 11)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.920235178833905,76.89150198704341,1.0,6.84342,0.0727
9,"(10, 11)",50000,IC,Plurality Ranking,1.4577842850170815,16.19760316685646,0.4149341142020498,3.294904458598726,36.610049539985845,0.03395394414502695,3.68028,0.0
9,"(10, 11)",50000,IC,Borda Ranking,1.1153245485602734,12.392494984003038,0.8548560273304051,7.935472807447329,88.17192008274813,0.852719255267026,7.96138,0.29774
9,"(10, 11)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,4.092454679078883,45.47171865643203,0.3541891229789319,4.2372,0.0
9,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.906361819787165,98.95957577541294,1.0,8.72762,0.76216
9,"(20, 21)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.9449788558947905,77.16643173216434,1.0,6.83672,0.07394
9,"(20, 21)",50000,IC,Plurality Ranking,1.637606119973878,18.195623555265314,0.38879559660416085,3.9815047167619313,44.23894129735479,0.16673637250801618,4.67296,0.0
9,"(20, 21)",50000,IC,Borda Ranking,1.1175016326149827,12.416684806833144,0.8638399104394067,8.168362842139505,90.75958713488339,0.8563594962591199,8.22402,0.41998
9,"(20, 21)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,4.845531855569496,53.83924283966107,0.424508573818486,5.08614,4e-05
9,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.968107445970777,99.64563828856419,1.0,8.87902,0.8865
9,"(50, 51)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,7.001618689299152,77.79576321443501,1.0,6.83822,0.07612
9,"(50, 51)",50000,IC,Plurality Ranking,1.8988880716479903,21.098756351644333,0.37744991995846494,4.810088371686062,53.44542635206735,0.24205967276227142,5.81622,0.00134
9,"(50, 51)",50000,IC,Borda Ranking,1.1357677497512222,12.61964166390247,0.8564444252152469,8.410753346749496,93.4528149638833,0.8577740834718698,8.50112,0.5866
9,"(50, 51)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,5.766252515530668,64.0694723947852,0.4673199755009187,6.13722,0.00774
9,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.998070106341078,99.97855673712311,1.0,8.97988,0.9802
9,"(500, 501)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.891177628987791,76.56864032208658,1.0,6.6454,0.05336
9,"(500, 501)",50000,IC,Plurality Ranking,2.441691405952653,27.12990451058503,0.3536195478419731,6.323001181567546,70.25556868408385,0.3408034659314691,7.7634,0.22622
9,"(500, 501)",50000,IC,Borda Ranking,1.164687523787775,12.940972486530836,0.8468828499657456,8.69157148483655,96.57301649818389,0.8496258369436787,8.83702,0.84702
9,"(500, 501)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,7.282355257975581,80.91505842195092,0.531114612051989,7.91884,0.2825
9,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.999069298483732,99.98965887204147,1.0,8.98604,0.9863
9,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.837747702330632,75.97497447034037,1.0,6.57442,0.04964
9,"(1000, 1001)",50000,IC,Plurality Ranking,2.5860233582232435,28.73359286914714,0.3385410683515221,6.6326831349129405,73.69647927681045,0.3556830961337108,8.0897,0.3548
9,"(1000, 1001)",50000,IC,Borda Ranking,1.1727359754930118,13.030399727700132,0.8416235879762588,8.727265676503665,96.9696186278185,0.8451933144607748,8.88488,0.88954
9,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,7.552875479892969,83.92083866547745,0.5505487261022997,8.22298,0.41682
9,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,11.111111111111112,1.0,8.999892411418735,99.99880457131928,1.0,8.99472,0.99472
9,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,11.111111111111112,1.0,6.742755702194807,74.91950780216453,1.0,6.4528,0.04606
9,"(5000, 5001)",50000,IC,Plurality Ranking,2.531873571972582,28.131928577473126,0.37882711348057885,7.028224071151915,78.09137856835461,0.37742074307846796,8.57484,0.63702
9,"(5000, 5001)",50000,IC,Borda Ranking,1.1884615384615385,13.205128205128208,0.8287509520182788,8.773526036436666,97.48362262707407,0.8388681681250897,8.94852,0.9495
9,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,11.111111111111112,1.0,7.870391622435806,87.44879580484229,0.5380863577678956,8.638,0.68402
10,"(4, 5)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.387096774193548,93.87096774193549,1.0,8.6582,0.29766
10,"(4, 5)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.550369735290966,75.50369735290965,1.0,7.4955,0.04048
10,"(4, 5)",50000,IC,Plurality Ranking,1.2647345612134344,12.647345612134345,0.49409534127843985,2.5768406387311114,25.768406387311114,0.0,2.58908,0.0
10,"(4, 5)",50000,IC,Borda Ranking,1.1250812567713977,11.250812567713977,0.8299024918743229,8.327456864216053,83.27456864216055,0.8301361054549352,8.29278,0.11298
10,"(4, 5)",50000,IC,Minimax Ranking,1.0,10.0,1.0,3.165523523738077,31.655235237380772,0.15587825527810525,3.16982,0.0
10,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.772248551869405,97.72248551869404,1.0,9.4616,0.58032
10,"(10, 11)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.54797261716693,75.4797261716693,1.0,7.50558,0.04336
10,"(10, 11)",50000,IC,Plurality Ranking,1.4869213147940972,14.869213147940973,0.38602098982472965,3.2613480779357555,32.61348077935756,0.007635597682991048,3.60578,0.0
10,"(10, 11)",50000,IC,Borda Ranking,1.1192797400245058,11.192797400245059,0.8530179532257205,8.790679304897314,87.90679304897314,0.84971037388099,8.81672,0.24744
10,"(10, 11)",50000,IC,Minimax Ranking,1.0,10.0,1.0,4.225539757767246,42.25539757767246,0.34233807266982624,4.36052,0.0
10,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.90815252793506,99.0815252793506,1.0,9.72914,0.76316
10,"(20, 21)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.582903241970236,75.82903241970236,1.0,7.51048,0.04592
10,"(20, 21)",50000,IC,Plurality Ranking,1.693216804052041,16.93216804052041,0.36716655079948357,3.976349150673949,39.76349150673949,0.13544119857694042,4.72274,0.0
10,"(20, 21)",50000,IC,Borda Ranking,1.1277187406892442,11.277187406892443,0.8578806236964942,9.070100716540562,90.70100716540563,0.8587964122864158,9.13236,0.376
10,"(20, 21)",50000,IC,Minimax Ranking,1.0,10.0,1.0,5.0743598737285165,50.74359873728516,0.4128877085734329,5.3059,0.0
10,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.968327269334827,99.68327269334826,1.0,9.8836,0.89062
10,"(50, 51)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.642877134061013,76.42877134061013,1.0,7.50948,0.04564
10,"(50, 51)",50000,IC,Plurality Ranking,1.9687135185617557,19.687135185617556,0.34840065374737333,4.947802966694654,49.47802966694654,0.21382591659669745,6.0208,6e-05
10,"(50, 51)",50000,IC,Borda Ranking,1.135279010039692,11.352790100396918,0.8603315433107634,9.338464408993376,93.38464408993376,0.8565631122306185,9.43142,0.54208
10,"(50, 51)",50000,IC,Minimax Ranking,1.0,10.0,1.0,6.153279223808191,61.53279223808191,0.47303852971359267,6.50638,0.0016
10,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.99803651251201,99.9803651251201,1.0,9.9807,0.98104
10,"(500, 501)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.556377156703012,75.56377156703012,1.0,7.3298,0.03082
10,"(500, 501)",50000,IC,Plurality Ranking,2.5661832509011653,25.661832509011653,0.34453851957414705,6.78063249362911,67.80632493629109,0.3173329991226971,8.3914,0.13286
10,"(500, 501)",50000,IC,Borda Ranking,1.1623773996143851,11.623773996143852,0.8495682789839886,9.662363704724903,96.62363704724903,0.8447173831307181,9.81432,0.82692
10,"(500, 501)",50000,IC,Minimax Ranking,1.0,10.0,1.0,7.965242093829636,79.65242093829636,0.517901157204328,8.62656,0.18906
10,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.999216494845362,99.9921649484536,1.0,9.98824,0.98836
10,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.479381443298969,74.79381443298969,1.0,7.23138,0.0251
10,"(1000, 1001)",50000,IC,Plurality Ranking,2.6999049547501963,26.99904954750196,0.3393115417992479,7.168577319587629,71.6857731958763,0.33855670103092783,8.8386,0.25864
10,"(1000, 1001)",50000,IC,Borda Ranking,1.162486053142692,11.624860531426918,0.8479689243357164,9.718845360824742,97.18845360824743,0.8561237113402062,9.86518,0.87216
10,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,10.0,1.0,8.308164948453609,83.08164948453609,0.530639175257732,8.99766,0.31696
10,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,10.0,1.0,9.999452033347685,99.99452033347684,1.0,9.99474,0.99474
10,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,10.0,1.0,7.356178324004853,73.56178324004854,1.0,7.06586,0.01888
10,"(5000, 5001)",50000,IC,Plurality Ranking,2.8839049055988255,28.839049055988255,0.3282632630591689,7.725116442913617,77.25116442913617,0.36157970957767427,9.45802,0.56204
10,"(5000, 5001)",50000,IC,Borda Ranking,1.166455980100314,11.66455980100314,0.8532805937283366,9.757250773024385,97.57250773024384,0.8344357900504912,9.94014,0.94168
10,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,10.0,1.0,8.71529218364711,87.1529218364711,0.5361462288152178,9.53956,0.61388
