num_cands,num_voters,num_profiles,pm,vm,avg_cw_rank,avg_perc_cw_rank,perc_cw_rank_first,avg_cl_rank,avg_perc_cl_rank,perc_cl_rank_last,avg_num_ranks,perc_linear_rank
5,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.867832215683591,97.35664431367182,1.0,4.60092,0.66436
5,"(10, 11)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.439817982756261,88.79635965512523,1.0,4.1737,0.4737
5,"(10, 11)",50000,IC,Plurality Ranking,1.2302231929561123,24.604463859122244,0.5949764521193093,3.107191733953743,62.14383467907486,0.3422403175037635,3.4381,0.11006
5,"(10, 11)",50000,IC,Borda Ranking,1.0705412599822537,21.410825199645075,0.8710326940140605,4.502189681127685,90.04379362255372,0.8739222663199672,4.49062,0.56076
5,"(10, 11)",50000,IC,Minimax Ranking,1.0,20.0,1.0,3.2732311482140415,65.46462296428082,0.45230600793759407,3.38608,0.05342
5,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.9296636085626915,98.59327217125383,1.0,4.76154,0.78562
5,"(20, 21)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.4499597617897955,88.99919523579591,1.0,4.19188,0.4948
5,"(20, 21)",50000,IC,Plurality Ranking,1.3385783698555203,26.771567397110402,0.5716768027801912,3.388121680347658,67.76243360695317,0.4184451955577016,3.80914,0.2047
5,"(20, 21)",50000,IC,Borda Ranking,1.0831804871770119,21.66360974354024,0.8729285323551179,4.600289715113472,92.00579430226944,0.8743924030259134,4.62864,0.66508
5,"(20, 21)",50000,IC,Minimax Ranking,1.0,20.0,1.0,3.568356671495252,71.36713342990504,0.49612103653629486,3.77992,0.16144
5,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.9720638018847785,99.44127603769557,1.0,4.87602,0.88212
5,"(50, 51)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.451126902314801,89.02253804629602,1.0,4.1811,0.50296
5,"(50, 51)",50000,IC,Plurality Ranking,1.4547160673204989,29.094321346409977,0.5622654074343141,3.682789960047577,73.65579920095153,0.4679313184299613,4.19458,0.3701
5,"(50, 51)",50000,IC,Borda Ranking,1.1042499091899747,22.08499818379949,0.8685676231989345,4.689713013510628,93.79426027021258,0.870474854371893,4.75434,0.76994
5,"(50, 51)",50000,IC,Minimax Ranking,1.0,20.0,1.0,3.853975418585501,77.07950837171002,0.5397541858550123,4.16344,0.34224
5,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.997721652635381,99.95443305270763,1.0,4.97294,0.9732
5,"(500, 501)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.435469978605763,88.70939957211525,1.0,4.12574,0.5249
5,"(500, 501)",50000,IC,Plurality Ranking,1.6248504909460098,32.4970098189202,0.561124864398765,4.072740407324053,81.45480814648107,0.5292989914145203,4.7287,0.749
5,"(500, 501)",50000,IC,Borda Ranking,1.1386331395510556,22.772662791021112,0.85524742009958,4.794726459392626,95.89452918785251,0.8592981578728015,4.92034,0.92204
5,"(500, 501)",50000,IC,Minimax Ranking,1.0,20.0,1.0,4.223416965352449,84.46833930704898,0.5684754521963824,4.72028,0.74016
5,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.9984372819868845,99.96874563973769,1.0,4.979,0.97928
5,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.437086647132691,88.74173294265383,1.0,4.10246,0.52184
5,"(1000, 1001)",50000,IC,Plurality Ranking,1.6303959552661227,32.60791910532245,0.571648393921908,4.124905818334031,82.49811636668062,0.5307381052044091,4.80586,0.81588
5,"(1000, 1001)",50000,IC,Borda Ranking,1.1354381337070316,22.708762674140633,0.8640123100596269,4.807506627598716,96.15013255197432,0.853495186270406,4.94382,0.94468
5,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,20.0,1.0,4.260694851402261,85.21389702804521,0.5665689967908469,4.79592,0.80742
5,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,20.0,1.0,4.999701533034866,99.99403066069733,1.0,4.99196,0.99196
5,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,20.0,1.0,4.441731108397775,88.8346221679555,1.0,4.09378,0.53398
5,"(5000, 5001)",50000,IC,Plurality Ranking,1.6852841312873423,33.705682625746846,0.5577343194799042,4.230145163478497,84.60290326956994,0.5499660832994167,4.9146,0.9167
5,"(5000, 5001)",50000,IC,Borda Ranking,1.1386834416866265,22.77366883373253,0.8641855078567104,4.83003663003663,96.6007326007326,0.8578211911545245,4.97542,0.97556
5,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,20.0,1.0,4.375308641975309,87.50617283950618,0.602306335639669,4.90988,0.91158
6,"(4, 5)",50000,IC,Stable Voting Ranking,1.0,16.666666666666664,1.0,5.646599414253172,94.10999023755288,1.0,5.11018,0.42764
6,"(4, 5)",50000,IC,Copeland Ranking,1.0,16.666666666666664,1.0,5.108647901073869,85.14413168456448,1.0,4.82652,0.3187
6,"(4, 5)",50000,IC,Plurality Ranking,1.1683277061383883,19.472128435639803,0.617459219786031,2.6446876016921577,44.07812669486928,0.02546371623820371,2.77732,0.0
6,"(4, 5)",50000,IC,Borda Ranking,1.0705365496481307,17.842275827468846,0.8543709067241589,5.129555808656036,85.49259681093395,0.854498861047836,5.06246,0.31324
6,"(4, 5)",50000,IC,Minimax Ranking,1.0,16.666666666666664,1.0,2.9525301008786204,49.20883501464366,0.2874633908232997,2.93636,0.0
6,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.834085650343284,97.23476083905476,1.0,5.55838,0.63756
6,"(10, 11)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,5.075219057011721,84.58698428352868,1.0,4.8457,0.32298
6,"(10, 11)",50000,IC,Plurality Ranking,1.3056144870434914,21.760241450724855,0.5347401121382027,3.2464438796798545,54.10739799466424,0.25141296514053785,3.64754,0.0
6,"(10, 11)",50000,IC,Borda Ranking,1.0886119108955903,18.14353184825983,0.8635020457645097,5.356560330766604,89.27600551277675,0.8702727307210864,5.35312,0.47352
6,"(10, 11)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,3.5610894056063422,59.351490093439025,0.4181997496491295,3.68134,0.00542
6,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.920593211187502,98.67655351979171,1.0,5.7456,0.77366
6,"(20, 21)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,5.079406788812498,84.65677981354163,1.0,4.84836,0.32802
6,"(20, 21)",50000,IC,Plurality Ranking,1.4248312024134464,23.747186706890773,0.5150481252693578,3.63986177603398,60.66436293389966,0.32766999028112737,4.16382,0.05858
6,"(20, 21)",50000,IC,Borda Ranking,1.100488435569602,18.341473926160027,0.864279557534837,5.49224289982362,91.537381663727,0.864547712465354,5.5278,0.5935
6,"(20, 21)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,3.9525934991540983,65.87655831923497,0.45678701270652605,4.17652,0.04462
6,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.969511168008625,99.49185280014373,1.0,5.87288,0.88134
6,"(50, 51)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,5.093925816123707,84.89876360206178,1.0,4.84404,0.33934
6,"(50, 51)",50000,IC,Plurality Ranking,1.5791374055916259,26.31895675986043,0.507850801643037,4.089209311727251,68.15348852878753,0.3969949129131152,4.74432,0.18536
6,"(50, 51)",50000,IC,Borda Ranking,1.1139856896780178,18.566428161300294,0.8647807075659202,5.617457804130311,93.62429673550517,0.8635582656739548,5.69056,0.7192
6,"(50, 51)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,4.4041033588249165,73.40172264708194,0.5181080079506788,4.74264,0.17594
6,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.997046062955783,99.95076771592973,1.0,5.97348,0.97404
6,"(500, 501)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,5.040339702760085,84.00566171266807,1.0,4.73734,0.33662
6,"(500, 501)",50000,IC,Plurality Ranking,1.8141685355288624,30.236142258814372,0.4959601855549753,4.693929043970583,78.23215073284307,0.4627527000830795,5.55584,0.61352
6,"(500, 501)",50000,IC,Borda Ranking,1.1543424165156217,19.239040275260358,0.8482688703880065,5.767192836702668,96.11988061171112,0.8555647866088187,5.89992,0.90258
6,"(500, 501)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,4.981199421520662,83.01999035867772,0.5384781070186775,5.54942,0.60786
6,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.998428980685704,99.97381634476173,1.0,5.98398,0.98418
6,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,4.969010873917999,82.81684789863331,1.0,4.66518,0.31388
6,"(1000, 1001)",50000,IC,Plurality Ranking,1.8963525182066805,31.60587530344467,0.4859416771655963,4.702522872192958,78.37538120321597,0.4626497859101131,5.67146,0.705
6,"(1000, 1001)",50000,IC,Borda Ranking,1.1487570291614173,19.145950486023615,0.8560980856098086,5.8005421556849335,96.6757025947489,0.8688660937066814,5.9285,0.93038
6,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,5.111449958414195,85.19083264023658,0.5666142993561901,5.67428,0.70502
6,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,16.66666666666666,1.0,5.999939749962344,99.99899583270575,1.0,5.9928,0.99284
6,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,16.66666666666666,1.0,5.023859014911884,83.73098358186473,1.0,4.66744,0.33984
6,"(5000, 5001)",50000,IC,Plurality Ranking,1.908916083916084,31.815268065268064,0.5033508158508159,4.92691670432294,82.11527840538233,0.4869106793191746,5.85594,0.86198
6,"(5000, 5001)",50000,IC,Borda Ranking,1.160635198135198,19.343919968919966,0.8496794871794872,5.802801626751017,96.71336044585028,0.8402169001355626,5.96896,0.96942
6,"(5000, 5001)",50000,IC,Minimax Ranking,1.0,16.66666666666666,1.0,5.207169754481097,86.78616257468494,0.5536978460611538,5.85932,0.8652
7,"(4, 5)",50000,IC,Stable Voting Ranking,1.0,14.285714285714278,1.0,6.575899153737659,93.94141648196656,1.0,5.98644,0.38904
7,"(4, 5)",50000,IC,Copeland Ranking,1.0,14.285714285714278,1.0,5.727256699576869,81.81795285109811,1.0,5.4973,0.20612
7,"(4, 5)",50000,IC,Plurality Ranking,1.1984032464381809,17.120046377688297,0.5824180671342244,2.641175952045134,37.731085029216196,0.0,2.72142,0.0
7,"(4, 5)",50000,IC,Borda Ranking,1.0906003264081867,15.580004662974089,0.8402805346036787,5.920883286318759,84.58404694741084,0.8460419605077574,5.86938,0.2443
7,"(4, 5)",50000,IC,Minimax Ranking,1.0,14.285714285714278,1.0,3.036935825105783,43.38479750151117,0.24947108603667137,3.03402,0.0
7,"(10, 11)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.823116970358552,97.47309957655074,1.0,6.52814,0.62048
7,"(10, 11)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.695230497942732,81.36043568489617,1.0,5.50708,0.20274
7,"(10, 11)",50000,IC,Plurality Ranking,1.3600385291900494,19.42912184557213,0.5000418795544015,3.3085901419094803,47.26557345584972,0.17427995633554455,3.74236,0.0
7,"(10, 11)",50000,IC,Borda Ranking,1.0989613870508417,15.699448386440592,0.857148839936343,6.2100092367117306,88.71441766731044,0.8596019816945167,6.22438,0.40646
7,"(10, 11)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,3.780292215971114,54.00417451387306,0.39696867915022255,3.90894,0.0003
7,"(20, 21)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.909614163226421,98.70877376037744,1.0,6.73324,0.76412
7,"(20, 21)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.709114004445856,81.55877149208365,1.0,5.5093,0.20646
7,"(20, 21)",50000,IC,Plurality Ranking,1.5179856115107915,21.685508735868442,0.4630263002712584,3.8277230866941885,54.681758381345546,0.2664734836456018,4.42588,0.00916
7,"(20, 21)",50000,IC,Borda Ranking,1.109486181546566,15.849802593522368,0.8611078350434407,6.386471895839949,91.23531279771358,0.8617021276595744,6.42904,0.53188
7,"(20, 21)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,4.306367100666878,61.51953000952683,0.4485550968561448,4.53838,0.00874
7,"(50, 51)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.966809897762632,99.52585568232332,1.0,6.87484,0.88292
7,"(50, 51)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.7107349236923985,81.58192748131998,1.0,5.4876,0.20612
7,"(50, 51)",50000,IC,Plurality Ranking,1.6527462051770918,23.61066007395845,0.46073183251448263,4.391872870054823,62.74104100078318,0.3292710031115721,5.17468,0.06496
7,"(50, 51)",50000,IC,Borda Ranking,1.120151059617218,16.00215799453168,0.8651096282173498,6.54200622314417,93.45723175920243,0.8553859831086087,6.62862,0.67146
7,"(50, 51)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,4.893243443473107,69.90347776390153,0.4862572232923396,5.26722,0.07852
7,"(500, 501)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.996786147640442,99.95408782343488,1.0,6.97414,0.9747
7,"(500, 501)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.646738595743285,80.66769422490408,1.0,5.37718,0.20526
7,"(500, 501)",50000,IC,Plurality Ranking,1.9583415209274906,27.97630744182129,0.4579485164079387,5.277899845866265,75.39856922666091,0.40658511789591056,6.34106,0.47618
7,"(500, 501)",50000,IC,Borda Ranking,1.152551254339425,16.465017919134638,0.8517390449990175,6.744105204473158,96.34436006390226,0.8514741088118585,6.8828,0.8877
7,"(500, 501)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,5.753123667727019,82.18748096752886,0.5326140425671465,6.37226,0.4931
7,"(1000, 1001)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.998544301750073,99.97920431071535,1.0,6.98386,0.98396
7,"(1000, 1001)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.623459386018827,80.33513408598324,1.0,5.32188,0.19988
7,"(1000, 1001)",50000,IC,Plurality Ranking,2.0253917156653416,28.934167366647735,0.45452156489176493,5.428816355578559,77.55451936540798,0.40209620547989516,6.52388,0.59624
7,"(1000, 1001)",50000,IC,Borda Ranking,1.1633873139966495,16.619818771380704,0.8460072923167887,6.772878724161356,96.75541034516223,0.8539772911073011,6.91684,0.91904
7,"(1000, 1001)",50000,IC,Minimax Ranking,1.0,14.28571428571428,1.0,5.941739721152913,84.88199601647018,0.5570471969721477,6.5449,0.61198
7,"(5000, 5001)",50000,IC,Stable Voting Ranking,1.0,14.28571428571428,1.0,6.999839615076183,99.99770878680262,1.0,6.9936,0.99362
7,"(5000, 5001)",50000,IC,Copeland Ranking,1.0,14.28571428571428,1.0,5.528051323175622,78.97216175965173,1.0,5.21372,0.17804
7,"(5000, 5001)",50000,IC,Plurality Ranking,2.190017369645725,31.28596242351035,0.42309835152230196,5.6102967121090614,80.1470958872723,0.44192461908580594,6.78138,0.79616
7,"(5000, 5001)",50000,IC,Borda Ranking,1.1672729656212106,16.675328080303004,0.8444269655556648,6.804426623897354,97.20609462710505,0.8473777064955894,6.96114,0.96162
