num_cands,pm,sv_faster_avg_running_time,sc_faster_avg_running_time,bp_faster_avg_running_time,simple_sv_faster_avg_running_time,max_sv_faster_running_time,max_sc_faster_running_time,max_bp_faster_running_time,max_simple_sv_faster_running_time,mad_sv_faster_running_time,mad_sc_faster_running_time,mad_bp_faster_running_time,mad_simple_sv_faster_running_time,percent_cw
13,IC,0.0301628999710083,0.005499833345413208,0.005457526087760925,0.029942253828048705,0.7894437313079834,0.019185304641723633,0.020371437072753906,0.7156579494476318,0.030048229006767273,0.000865087063550949,0.0009671011456251144,0.036435974752902986,0.423
14,IC,0.04112272441387176,0.0068199182748794555,0.006773865580558777,0.04173236668109894,1.7888753414154053,0.011988401412963867,0.011925935745239258,1.4132144451141357,0.04682050560593605,0.0010686545721292496,0.0011693911629915238,0.05479958181679248,0.5
15,IC,0.07199927175045014,0.007938549280166626,0.007769913196563721,0.09955346131324769,1.3738183975219727,0.025462627410888672,0.026257753372192383,2.3152904510498047,0.07477558916866779,0.0013182994964122772,0.0013698467030525208,0.12077965850615502,0.3585
16,IC,0.09864494609832763,0.009686590552330017,0.009537820935249328,0.16117978954315185,4.348934650421143,0.028630495071411133,0.02946019172668457,6.421528339385986,0.10367901444530488,0.0015798781715631485,0.001658848889350891,0.19730402091598512,0.349
17,IC,0.17449928545951843,0.010923158645629883,0.010722047090530396,0.29001569986343384,9.74960970878601,0.020687341690063477,0.01999974250793457,12.258623600006104,0.2055547152483463,0.0019418747806549072,0.002048032140731811,0.35890861999034884,0.318
18,IC,0.279769308924675,0.013031420230865478,0.012782745361328125,0.6939567832946777,24.26287531852722,0.025387287139892578,0.02461409568786621,34.23501467704773,0.3574488089044095,0.0022322146515846254,0.0023228691482543944,0.8952536910247803,0.302
19,IC,0.40704609715938567,0.014675873637199402,0.014357386231422424,1.0152591844797134,14.431420087814331,0.029621124267578125,0.02872180938720703,34.77485680580139,0.5181233981767893,0.0025636024223566053,0.0026271181350946424,1.3110496427584888,0.2815
20,IC,0.49800815677642823,0.017197747468948366,0.016898786783218385,1.3554092732667924,27.207701683044434,0.03611588478088379,0.03559708595275879,109.70924639701843,0.6621801300487519,0.002956716915845871,0.0030810640664100646,1.860247140403748,0.346
21,IC,0.7977720001935958,0.019355011940002442,0.018982616782188415,1.964611556172371,163.40960669517517,0.0387272834777832,0.03829193115234375,124.07026767730713,1.10737373265934,0.0029758844823837283,0.0030379392381906507,2.674429147452951,0.335
22,IC,1.3728067152500152,0.021842704892158508,0.021349904417991637,,184.9654335975647,0.03756427764892578,0.03740692138671875,,1.8796049735450742,0.004209690224289894,0.0042748851479291914,,0.2415
23,IC,1.6938781467676163,0.023994016289710998,0.023486841440200804,,207.49705410003662,0.04233241081237793,0.041832923889160156,,2.3011536849513057,0.004643317788362503,0.004720019955635071,,0.259
24,IC,2.5947295504808428,0.02703015112876892,0.026415497064590454,,615.0963246822357,0.06688594818115234,0.047173261642456055,,3.6665575534993415,0.005222911849021912,0.005263978093862534,,0.227
25,IC,3.9254841402769087,0.03021298038959503,0.029595032811164854,,720.5340378284454,0.05683016777038574,0.05719923973083496,,5.750313928855776,0.00587339691734314,0.00596008981871605,,0.272
3,MALLOWS-RELPHI-R,1.0989665985107422e-05,8.319389820098877e-05,7.45927095413208e-05,7.982611656188964e-06,0.0003218650817871094,0.00012302398681640625,0.0001246929168701172,0.00012540817260742188,3.564204216003418e-06,1.759541714191437e-05,1.8563847780227657e-05,2.660844564437866e-06,0.998
4,MALLOWS-RELPHI-R,1.7606496810913085e-05,0.0001772533655166626,0.0001799502372741699,1.3219237327575684e-05,0.0007510185241699219,0.00035500526428222656,0.0002543926239013672,0.00037288665771484375,8.170253515243528e-06,2.6615333557128897e-05,2.902068376541138e-05,5.33962881565094e-06,0.9935
5,MALLOWS-RELPHI-R,2.880358695983887e-05,0.00038005101680755617,0.0003900350332260132,1.9692182540893554e-05,0.0012385845184326172,0.006220579147338867,0.005480289459228516,0.0005371570587158203,1.6419906854629516e-05,5.019029211997985e-05,4.5514877796173095e-05,8.658497333526611e-06,0.9925
6,MALLOWS-RELPHI-R,4.8964977264404296e-05,0.0006644151210784912,0.0006503628492355347,3.0182719230651856e-05,0.0032439231872558594,0.0009028911590576172,0.009088993072509766,0.0013611316680908203,3.9909073829650876e-05,6.561064887046813e-05,4.794326448440551e-05,1.666820538043976e-05,0.9885
7,MALLOWS-RELPHI-R,8.185327053070068e-05,0.0010341330766677856,0.0010359938144683838,4.670464992523193e-05,0.00581669807434082,0.011176109313964844,0.0026264190673828125,0.0037975311279296875,8.721187353134156e-05,8.450701069831849e-05,7.8042849779129e-05,3.350651836395264e-05,0.986
8,MALLOWS-RELPHI-R,0.00011165773868560791,0.0015106081962585449,0.0015501470565795897,5.897998809814453e-05,0.009547233581542969,0.002119779586791992,0.0024459362030029297,0.00458836555480957,0.00012727598774433139,0.00012813982963562015,0.00013719520378112804,4.269734859466553e-05,0.9865
9,MALLOWS-RELPHI-R,0.00023693013191223143,0.00213320517539978,0.0022137471437454225,0.00011891531944274902,0.020845651626586914,0.014559268951416016,0.014441728591918945,0.014032363891601562,0.00035447893643379203,0.00022429678964614873,0.00024446549952030167,0.00014354752326011655,0.9765
10,MALLOWS-RELPHI-R,0.000346268892288208,0.002954762697219849,0.003077847361564636,0.00017948031425476073,0.041261911392211914,0.019038915634155273,0.019231557846069336,0.03883075714111328,0.0005481657657623292,0.0002998344841003417,0.0003329770886898041,0.00024472256660461425,0.976
11,MALLOWS-RELPHI-R,0.0005099358558654785,0.003922038793563843,0.0041027841567993165,0.00024277043342590333,0.07260704040527344,0.007176399230957031,0.006627798080444336,0.033632516860961914,0.0008419609184265138,0.0003778042488098141,0.0004190002698898314,0.0003461036310195922,0.974
12,MALLOWS-RELPHI-R,0.0007782318592071533,0.005088667511940002,0.005321151733398437,0.000515338659286499,0.2519679069519043,0.021355867385864258,0.021719694137573242,0.13260960578918457,0.0013426002664566044,0.0005970137600898744,0.0006604391098022464,0.0008584404380321503,0.9745
13,MALLOWS-RELPHI-R,0.0013231148719787598,0.006575770378112793,0.0068849771022796635,0.0008579583168029785,0.21903157234191895,0.009461164474487305,0.0100860595703125,0.2774648666381836,0.002364619290351867,0.0006350528240203859,0.0007077968978881832,0.0014935471162796018,0.969
14,MALLOWS-RELPHI-R,0.0015730079412460327,0.008219538688659668,0.00860167396068573,0.0012526097297668457,0.275942325592041,0.012121200561523438,0.012824058532714844,0.23185276985168457,0.0028353094174861904,0.0008514706220626833,0.0009420187414884571,0.0022450231065750123,0.973
15,MALLOWS-RELPHI-R,0.00260407817363739,0.01018933629989624,0.010642072916030884,0.0018510006666183471,1.1791486740112305,0.026775598526000977,0.027857542037963867,0.9913523197174072,0.004799999610304834,0.0011336577515602114,0.0012190933036804199,0.003374788067221641,0.9705
16,MALLOWS-RELPHI-R,0.004166830658912659,0.012334938764572144,0.012824227094650269,0.005495030283927917,0.8227200508117676,0.029915571212768555,0.02956533432006836,2.648874521255493,0.0077049846224784835,0.0015162035937309267,0.0016647600879669186,0.010309887945055963,0.958
17,MALLOWS-RELPHI-R,0.006127746343612671,0.014899266839027404,0.015517284154891968,0.004369232058525086,2.5889334678649902,0.022153615951538086,0.02299952507019043,2.2620787620544434,0.011448791301488877,0.0017323975617885591,0.00188036369395256,0.008115740749239922,0.9605
18,MALLOWS-RELPHI-R,0.00341308057308197,0.01798685145378113,0.01863341724872589,0.004284821391105652,0.5799436569213867,0.026974201202392578,0.027329683303833008,0.9402258396148682,0.006262460745573045,0.002045266303777694,0.0022363055149316794,0.008002161908864974,0.969
19,MALLOWS-RELPHI-R,0.007753063797950745,0.02121777832508087,0.021957130193710327,0.014553974390029907,1.8211302757263184,0.031880855560302734,0.03178834915161133,8.407812595367432,0.014533654454350469,0.002208162620663643,0.002468538508892059,0.027752512267351145,0.9625
20,MALLOWS-RELPHI-R,0.012505777478218079,0.0249709689617157,0.025775869369506835,0.012873222470283508,3.8912594318389893,0.03685450553894043,0.03817343711853027,3.71732497215271,0.0237143484967947,0.002873841522932051,0.003164875171661378,0.02452039449179172,0.9655
21,MALLOWS-RELPHI-R,0.016295694828033447,0.02907054662704468,0.029985641479492186,0.03603810703754425,2.05956768989563,0.042925357818603516,0.044172048568725586,28.892976999282837,0.030626691576004027,0.0030837140154838546,0.003416501375198365,0.06890189646792412,0.954
22,MALLOWS-RELPHI-R,0.051018985867500304,0.033465390324592593,0.0344353963136673,,28.256102085113525,0.048848867416381836,0.04997563362121582,,0.09723132742261888,0.004033529526472089,0.004424858674287794,,0.958
23,MALLOWS-RELPHI-R,0.014685597896575928,0.03861253333091736,0.03955881571769714,,1.7853922843933105,0.056919097900390625,0.05822038650512695,,0.02759532530689239,0.00455373120522499,0.005129824036598207,,0.959
24,MALLOWS-RELPHI-R,0.04095296561717987,0.04340330457687378,0.04471836054325104,,10.460057735443115,0.09342622756958008,0.10852384567260742,,0.07710184971988202,0.005937461636066435,0.0063943678116798386,,0.9485
25,MALLOWS-RELPHI-R,0.03573005700111389,0.050012954354286196,0.051127518892288205,,14.705572605133057,0.0725095272064209,0.07329249382019043,,0.06744623642587662,0.006319216511607169,0.006833693850755693,,0.953
