num_cands,pm,sv_avg_running_time,sv_faster_avg_running_time,simple_sv_avg_running_time,max_sv_running_time,max_simple_sv_running_time,max_sv_faster_running_time,mad_sv_running_time,mad_simple_sv_running_time,mad_sv_faster_running_time,percent_cw
23,URN-R,1.1091798616647700,0.8770431785583500,,502.5223186016080,,487.6915955543520,1.620147068975570,,1.4952363074874900,0.651
24,URN-R,1.6662592145204500,1.3507626227140400,,354.01701855659500,,340.38431453704800,2.5298050217753600,,2.30936925664723,0.6465
25,URN-R,3.965906631350520,3.57755541908741,,3303.5492210388200,,3285.945799589160,6.789626262054450,,6.516161394503830,0.6635
3,MALLOWS-R,0.0001802161931991580,9.91308689117432E-06,4.19249534606934E-05,0.0002880096435546880,0.00010824203491210900,0.0002589225769042970,3.5910353064537E-05,0.0001382912397384640,3.21416890621185E-06,0.998
4,MALLOWS-R,0.00039668869972229000,1.6877293586731E-05,8.01174640655518E-05,0.0006589889526367190,0.00031948089599609400,0.0006568431854248050,6.15792353153229E-05,0.0003165712356567380,8.36346685886383E-06,0.993
5,MALLOWS-R,0.0008724507093429570,2.86301374435425E-05,0.0001444038152694700,0.003840923309326170,0.0008692741394042970,0.0017511844635009800,9.94017913341522E-05,0.0007280468940734860,1.97678953409195E-05,0.9895
6,MALLOWS-R,0.0015777852535247800,4.40353155136108E-05,0.0002384864091873170,0.0036230087280273400,0.001556396484375,0.003559112548828130,0.0001357721517086030,0.0013392988443374600,3.72946721315384E-05,0.9895
7,MALLOWS-R,0.002653654456138610,5.5267333984375E-05,0.0003867461681365970,0.014911413192749000,0.0017735958099365200,0.0037322044372558600,0.00022286958360672000,0.0022669082880020100,4.71301689147949E-05,0.991
8,MALLOWS-R,0.004247557640075680,8.37746858596802E-05,0.000626555323600769,0.020601272583007800,0.00598907470703125,0.008591890335083010,0.00040482887840271000,0.0036244185705184900,8.81919494867325E-05,0.9905
9,MALLOWS-R,0.006502904057502750,0.00012381660938262900,0.0011084506511688200,0.027165889739990200,0.05346941947937010,0.012576818466186500,0.0007369071407318110,0.005474599070191380,0.00015299324643611900,0.9895
10,MALLOWS-R,0.009646332502365110,0.0001420586109161380,0.0020859709978103600,0.026302576065063500,0.06627321243286130,0.018225908279418900,0.0009239595780372620,0.00790654032111168,0.00017189163470268200,0.9915
11,MALLOWS-R,0.013996601223945600,0.0003357161283493040,0.003933209061622620,0.11072325706481900,0.06690740585327150,0.11047101020813000,0.0012740211791992200,0.011768521292567300,0.0005324093599319460,0.988
12,MALLOWS-R,0.019379525780677800,0.0004967981576919560,0.008363573670387270,0.09778690338134770,0.14391279220581100,0.0977931022644043,0.0022879893279075600,0.017269599955081900,0.0008292972093820570,0.9845
13,MALLOWS-R,0.026353131771087600,0.0004918698072433470,0.015782904505729700,0.05716753005981450,0.2794973850250240,0.05748271942138670,0.0025732966771125800,0.026599123855590800,0.0007932864688634870,0.9865
14,MALLOWS-R,0.03565695822238920,0.0007585943937301640,0.03540019023418430,0.22993946075439500,0.6026861667633060,0.22820234298706100,0.002621299700140950,0.04702956218123440,0.0012947248780727400,0.985
15,MALLOWS-R,0.04665735566616060,0.001175384521484380,0.08684308505058290,0.781848669052124,1.723907470703130,0.5259127616882320,0.0035294917036294900,0.09761468371021750,0.0020857716560363800,0.985
16,MALLOWS-R,0.06058392822742460,0.0016242848634719800,0.182316948056221,0.40091657638549800,3.3935673236846900,0.3262186050415040,0.004407965606451030,0.19212554553449200,0.0029422272228002500,0.9855
17,MALLOWS-R,0.07596475553512570,0.0019231287240982100,0.3992387210130690,0.7581748962402340,5.755218267440800,0.773808479309082,0.00604306889152527,0.4082966983752250,0.0035029763201475100,0.9855
18,MALLOWS-R,0.09463911366462710,0.00229808509349823,0.7902219507694250,0.88128662109375,11.083747148513800,0.9082269668579100,0.007613646958589560,0.7959230785148140,0.00421160616338253,0.9865
19,MALLOWS-R,0.12378411877155300,0.00732635498046875,1.8275081906318700,8.383671283721920,25.69691824913030,4.324758291244510,0.017742264834523200,1.8267174389901200,0.014030156478881800,0.982
20,MALLOWS-R,0.14331287026405300,0.0026801698207855200,3.7054204019308100,0.5184881687164310,65.07079482078550,0.5195672512054440,0.01012599444270130,3.7006032292234900,0.004891520377159120,0.986
21,MALLOWS-R,0.17427521681785600,0.004974226593971250,8.049172387838370,1.218590259552000,148.15276503562900,1.2134151458740200,0.012609930384397500,8.035381087451700,0.009325493220210080,0.9815
22,MALLOWS-R,0.21093966257572200,0.003933931708335880,,3.856382369995120,,1.847414493560790,0.026205254862546900,,0.007330885258317000,0.9875
23,MALLOWS-R,0.25101931643486000,0.005926815032958990,,2.1671977043151900,,1.2605133056640600,0.030902555203437800,,0.011157629768371600,0.981
24,MALLOWS-R,0.2971231801509860,0.006220180869102480,,3.9432883262634300,,1.8543429374694800,0.03710415779829030,,0.011723568149924300,0.9845
25,MALLOWS-R,0.42865874099731400,0.08264411294460300,,144.22363448143000,,143.49892735481300,0.16425448539733900,,0.162741854475975,0.988
3,MALLOWS-RELPHI-R,0.00018257439136505100,1.03473663330078E-05,4.24836874008179E-05,0.000377655029296875,0.00011229515075683600,0.0003402233123779300,3.44974356889725E-05,0.0001400907039642330,3.57365608215332E-06,0.9965
4,MALLOWS-RELPHI-R,0.00040488278865814200,1.73546075820923E-05,8.1244945526123E-05,0.0024347305297851600,0.00024819374084472700,0.0006103515625,5.0784472823143E-05,0.000323637843132019,8.6713672876358E-06,0.992
5,MALLOWS-RELPHI-R,0.0008801430463790890,2.29966640472412E-05,0.000141593337059021,0.0016942024230957000,0.00048613548278808600,0.0015826225280761700,8.80167990922928E-05,0.0007385497093200690,1.10902678966522E-05,0.995
6,MALLOWS-RELPHI-R,0.0015590839385986300,4.8291802406311E-05,0.00023144304752349900,0.006234884262084960,0.002756834030151370,0.003583669662475590,0.00016793255043029800,0.0013288386411666900,4.65116693973541E-05,0.9855
7,MALLOWS-RELPHI-R,0.0026618208885192900,7.57521390914917E-05,0.0003739255666732790,0.02280282974243160,0.01464700698852540,0.0223696231842041,0.0002784750208854670,0.0023010758295059200,8.76352339982987E-05,0.9875
8,MALLOWS-RELPHI-R,0.004240359425544740,0.00011991381645202600,0.0005884091854095460,0.026401519775390600,0.024606943130493200,0.026568174362182600,0.0004088571369647980,0.0036862140562534300,0.0001586721670627590,0.9855
9,MALLOWS-RELPHI-R,0.0064947824478149400,0.00017660415172576900,0.0009170233011245730,0.02744293212890630,0.013746500015258800,0.02747058868408200,0.0007110992794036870,0.005609623049736020,0.00025326636528968800,0.983
10,MALLOWS-RELPHI-R,0.009722948551177980,0.00035023272037506100,0.001552793264389040,0.04290175437927250,0.028362751007080100,0.04305005073547360,0.0008496562242507940,0.008376407367706300,0.000570017546415329,0.975
11,MALLOWS-RELPHI-R,0.013983864903450000,0.00046388816833496100,0.0026902469396591200,0.10207629203796400,0.14100193977356000,0.10190200805664100,0.0013801174834966700,0.01219939063680170,0.0007775931453704830,0.9775
12,MALLOWS-RELPHI-R,0.019346160650253300,0.0005134776830673220,0.004245393395423890,0.14999842643737800,0.28029513359069800,0.14913225173950200,0.002103449585199360,0.017322028158903100,0.0008588108714818960,0.9845
13,MALLOWS-RELPHI-R,0.026764013767242400,0.0010175318717956500,0.007448024392127990,0.45111989974975600,0.1840682029724120,0.26964902877807600,0.0027439317107200600,0.024957858867645300,0.0018156827960014300,0.9765
14,MALLOWS-RELPHI-R,0.035651054978370700,0.0015152264833450300,0.013489079952240000,0.33046627044677700,0.757556676864624,0.3288908004760740,0.003639076066017150,0.03658607043623920,0.0027497328215837500,0.9725
15,MALLOWS-RELPHI-R,0.04673498392105100,0.002227265119552610,0.028495597839355500,0.17632722854614300,0.9583625793457030,0.1758885383605960,0.004237351961135860,0.05595477369070050,0.004071352590560910,0.964
16,MALLOWS-RELPHI-R,0.06071840894222260,0.0022182135581970200,0.05563542175292970,0.4910707473754880,2.318432331085210,0.35381078720092800,0.004661749002099040,0.09017899692153930,0.0040593916392326400,0.9725
17,MALLOWS-RELPHI-R,0.07950353479385380,0.006177071928977970,0.11001044857502000,2.1130146980285600,4.044037342071530,1.567647933959960,0.013157200786590600,0.15388686777734800,0.011692054013013800,0.97
18,MALLOWS-RELPHI-R,0.09813898754119870,0.00577686619758606,0.1864402542114260,1.144364356994630,9.87662386894226,1.1411726474762000,0.008608405884742740,0.2413730486717220,0.01078589780163770,0.9605
19,MALLOWS-RELPHI-R,0.12309767854213700,0.009168453693389890,0.3706805201768880,2.3099472522735600,21.698920965194700,1.6449229717254600,0.013842493600010900,0.43525630644631400,0.017260215216159800,0.9605
20,MALLOWS-RELPHI-R,0.1523271071910860,0.013179689288139300,0.7119711527824400,11.334335088729900,31.72212862968450,8.595427751541140,0.020589089635610600,0.7910941644799710,0.024926935611605600,0.9605
21,MALLOWS-RELPHI-R,0.1805743111371990,0.010722260117530800,1.3262975789308500,7.294059991836550,62.79135084152220,4.4818878173828100,0.021124243746876700,1.4165630624604200,0.02035198475193980,0.969
22,MALLOWS-RELPHI-R,0.2149723604917530,0.013433353781700100,,2.347449541091920,,1.2162890434265100,0.027879943557858500,,0.02525387260532380,0.956
23,MALLOWS-RELPHI-R,0.2634391115903850,0.022852787375450100,,3.957758665084840,,2.1859536170959500,0.03654309282147890,,0.042611452624201800,0.9425
24,MALLOWS-RELPHI-R,0.31236173629760700,0.027286606669426000,,11.873063802719100,,10.64543104171750,0.0468581495475769,,0.05177616854333880,0.958
25,MALLOWS-RELPHI-R,0.36259735929966000,0.030001606941223100,,9.657320976257320,,7.6800923347473100,0.053400758808493600,,0.05611007730484010,0.944
3,SinglePeaked,0.00015970945358276400,8.80599021911621E-06,3.67238521575928E-05,0.00025844573974609400,7.34329223632813E-05,2.71797180175781E-05,4.23273849487305E-05,0.0001229856014251710,2.35484600067139E-06,1.0
4,SinglePeaked,0.00038832378387451200,2.18600034713745E-05,0.00010884201526641800,0.0006246566772460940,0.00016260147094726600,0.0005807876586914060,7.57944355010986E-05,0.00027948176860809300,1.60471200942993E-05,0.984
5,SinglePeaked,0.000737202525138855,1.70079469680786E-05,0.00021683990955352800,0.010383844375610400,0.0008792877197265630,3.50475311279297E-05,0.00018487083315849300,0.000520504700779915,3.500643491745E-06,1.0
6,SinglePeaked,0.0013081504106521600,3.60822677612305E-05,0.00039108967781066900,0.0023026466369628900,0.0005271434783935550,0.0021758079528808600,0.0003414405459165570,0.0009170607328414920,2.83019113540649E-05,0.9915
7,SinglePeaked,0.0025523685216903700,2.97569036483765E-05,0.000749305248260498,0.011073112487793000,0.0009779930114746090,5.41210174560547E-05,0.00040106987500190700,0.0018030632734298700,4.23784255981445E-06,1.0
8,SinglePeaked,0.004319857478141790,8.55505466461182E-05,0.001427777409553530,0.032378196716308600,0.00784444808959961,0.008076190948486330,0.0004691991298198700,0.002899041511774060,9.43665862083435E-05,0.991
9,SinglePeaked,0.006553775429725650,4.68126535415649E-05,0.0024646804332733200,0.0226747989654541,0.0187530517578125,6.79492950439453E-05,0.0005620625119209290,0.004132746075153350,3.99577176570892E-06,1.0
10,SinglePeaked,0.009939659833908080,0.0002048041820526120,0.0049572274684906,0.025557518005371100,0.0231168270111084,0.014490842819213900,0.0005851632595062260,0.005044493024349220,0.0002911149852275850,0.9885
11,SinglePeaked,0.014061476588249200,6.72560930252075E-05,0.009782597303390500,0.031244754791259800,0.029039859771728500,8.74996185302734E-05,0.0010537952822446800,0.004333589016795160,4.8208636045456E-06,1.0
